"first_name","last_name","amount"
"SEAN","DOUGLASS","0.99"
"JESSE","SCHILLING","0.99"
"JESSE","SCHILLING","0.99"
"MARTIN","BALES","0.99"
"COREY","HAUSER","0.99"
"VICTOR","BARKLEY","0.99"
"COREY","HAUSER","0.99"
"LYDIA","BURKE","0.99"
"VICTOR","BARKLEY","0.99"
"MAURICE","CRAWLEY","0.99"
"BOBBY","BOUDREAU","0.99"
"HOWARD","FORTNER","0.99"
"AARON","SELBY","0.99"
"KATIE","ELLIOTT","0.99"
"JEREMY","HURTADO","0.99"
"STEVE","MACKENZIE","0.99"
"BILLY","POULIN","0.99"
"LAWRENCE","LAWTON","0.99"
"LAWRENCE","LAWTON","0.99"
"JUSTIN","NGO","0.99"
"JONATHAN","SCARBOROUGH","0.99"
"ALBERT","CROUSE","0.99"
"TYLER","WREN","0.99"
"ROGER","QUINTANILLA","0.99"
"GILBERT","SLEDGE","0.99"
"DOUGLAS","GRAF","0.99"
"BRETT","CORNWELL","0.99"
"DOUGLAS","GRAF","0.99"
"ANGEL","BARCLAY","0.99"
"RUBY","WASHINGTON","0.99"
"RAFAEL","ABNEY","0.99"
"LOIS","BUTLER","0.99"
"WALTER","PERRYMAN","0.99"
"ANDREW","PURDY","0.99"
"LARRY","THRASHER","0.99"
"LARRY","THRASHER","0.99"
"GARY","COY","0.99"
"JASON","MORRISSEY","0.99"
"FRANKLIN","TROUTMAN","0.99"
"ANTHONY","SCHWAB","0.99"
"LOIS","BUTLER","0.99"
"MITCHELL","WESTMORELAND","0.99"
"ROLAND","SOUTH","0.99"
"RONALD","WEINER","0.99"
"MARK","RINEHART","0.99"
"ELAINE","STEVENS","0.99"
"EDNA","WEST","0.99"
"MARK","RINEHART","0.99"
"JOSEPH","JOY","0.99"
"KARL","SEAL","0.99"
"JOSEPH","JOY","0.99"
"JULIA","FLORES","0.99"
"CORY","MEEHAN","0.99"
"LYDIA","BURKE","0.99"
"CHARLES","KOWALSKI","0.99"
"RICHARD","MCCRARY","0.99"
"ERIKA","PENA","0.99"
"ERIKA","PENA","0.99"
"MISTY","LAMBERT","0.99"
"VIOLET","RODRIQUEZ","0.99"
"BOBBIE","CRAIG","0.99"
"VELMA","LUCAS","0.99"
"JESSIE","MILAM","0.99"
"FELICIA","SUTTON","0.99"
"BILLIE","HORTON","0.99"
"OLGA","JIMENEZ","0.99"
"TYRONE","ASHER","0.99"
"CAROLE","BARNETT","0.99"
"IRENE","PRICE","0.99"
"LONNIE","TIRADO","0.99"
"LANCE","PEMBERTON","0.99"
"NINA","SOTO","0.99"
"JEAN","BELL","0.99"
"PAMELA","BAKER","0.99"
"MYRTLE","FLEMING","0.99"
"GUY","BROWNLEE","0.99"
"ANNIE","RUSSELL","0.99"
"CLAYTON","BARBEE","0.99"
"MARIAN","MENDOZA","0.99"
"DWAYNE","OLVERA","0.99"
"DWAYNE","OLVERA","0.99"
"HEIDI","LARSON","0.99"
"ANNIE","RUSSELL","0.99"
"TAMARA","NGUYEN","0.99"
"ELLA","OLIVER","0.99"
"LORETTA","CARPENTER","0.99"
"ANNIE","RUSSELL","0.99"
"BRITTANY","RILEY","0.99"
"BERNICE","WILLIS","0.99"
"CATHY","SPENCER","0.99"
"LAUREN","HUDSON","0.99"
"DARLENE","ROSE","0.99"
"BERTHA","FERGUSON","0.99"
"LILLIAN","GRIFFIN","0.99"
"JOANNE","ROBERTSON","0.99"
"LUCILLE","HOLMES","0.99"
"MARGARET","MOORE","0.99"
"LESLIE","GORDON","0.99"
"EMILY","DIAZ","0.99"
"EVA","RAMOS","0.99"
"GERTRUDE","CASTILLO","0.99"
"ESTHER","CRAWFORD","0.99"
"MARJORIE","TUCKER","0.99"
"DIANA","ALEXANDER","0.99"
"DIANA","ALEXANDER","0.99"
"JACQUELINE","LONG","0.99"
"MORRIS","MCCARTER","0.99"
"GERTRUDE","CASTILLO","0.99"
"EDUARDO","HIATT","0.99"
"SARA","PERRY","0.99"
"EVELYN","MORGAN","0.99"
"KIRK","STCLAIR","0.99"
"HEATHER","MORRIS","0.99"
"ANN","EVANS","0.99"
"TERRANCE","ROUSH","0.99"
"SHARON","ROBINSON","0.99"
"ARMANDO","GRUBER","0.99"
"SANDRA","MARTIN","0.99"
"MARIA","MILLER","0.99"
"LUCY","WHEELER","0.99"
"EILEEN","CARR","0.99"
"PEGGY","MYERS","0.99"
"GERTRUDE","CASTILLO","0.99"
"KENT","ARSENAULT","0.99"
"MARY","SMITH","0.99"
"CLAYTON","BARBEE","0.99"
"MARY","SMITH","0.99"
"JULIO","NOLAND","0.99"
"JULIAN","VEST","0.99"
"ELIZABETH","BROWN","0.99"
"ALBERTO","HENNING","0.99"
"JENNIFER","DAVIS","0.99"
"MARIA","MILLER","0.99"
"GLEN","TALBERT","0.99"
"MARGARET","MOORE","0.99"
"MARGARET","MOORE","0.99"
"KEN","PREWITT","0.99"
"IAN","STILL","0.99"
"CORY","MEEHAN","0.99"
"MITCHELL","WESTMORELAND","0.99"
"BETTY","WHITE","0.99"
"BRAD","MCCURDY","0.99"
"BEN","EASTER","0.99"
"RUTH","MARTINEZ","0.99"
"MICHELLE","CLARK","0.99"
"BILL","GAVIN","0.99"
"BARRY","LOVELACE","0.99"
"JON","WILES","0.99"
"BRADLEY","MOTLEY","0.99"
"SARAH","LEWIS","0.99"
"BRADLEY","MOTLEY","0.99"
"JESSICA","HALL","0.99"
"JACOB","LANCE","0.99"
"JEFFERY","PINSON","0.99"
"JESSE","SCHILLING","0.99"
"PHILLIP","HOLM","0.99"
"ERNEST","STEPP","0.99"
"VICTOR","BARKLEY","0.99"
"PHILIP","CAUSEY","0.99"
"ANNA","HILL","0.99"
"VIOLA","HANSON","0.99"
"HOWARD","FORTNER","0.99"
"VIRGINIA","GREEN","0.99"
"BILLY","POULIN","0.99"
"ADAM","GOOCH","0.99"
"MARTIN","BALES","0.99"
"EUGENE","CULPEPPER","0.99"
"THOMAS","GRIGSBY","0.99"
"RICHARD","MCCRARY","0.99"
"FELICIA","SUTTON","0.99"
"TIFFANY","JORDAN","0.99"
"CAROLE","BARNETT","0.99"
"FRANCES","PARKER","0.99"
"RANDY","GAITHER","0.99"
"TERRY","CARLSON","0.99"
"JOY","GEORGE","0.99"
"CARL","ARTIS","0.99"
"ALLISON","STANLEY","0.99"
"JULIE","SANCHEZ","0.99"
"KRISTIN","JOHNSTON","0.99"
"ELSIE","KELLEY","0.99"
"SUE","PETERS","0.99"
"EVELYN","MORGAN","0.99"
"JEAN","BELL","0.99"
"GERALDINE","PERKINS","0.99"
"CINDY","FISHER","0.99"
"GERALDINE","PERKINS","0.99"
"JILL","HAWKINS","0.99"
"JASON","MORRISSEY","0.99"
"JUDITH","COX","0.99"
"JUDITH","COX","0.99"
"ROSE","HOWARD","0.99"
"MARIA","MILLER","0.99"
"JOANNE","ROBERTSON","0.99"
"GRACE","ELLIS","0.99"
"KATHERINE","RIVERA","0.99"
"DORIS","REED","0.99"
"MARIE","TURNER","0.99"
"KATHLEEN","ADAMS","0.99"
"NICOLE","PETERSON","0.99"
"WENDY","HARRISON","0.99"
"WILLIAM","SATTERFIELD","0.99"
"MICHELLE","CLARK","0.99"
"SANDRA","MARTIN","0.99"
"JENNIFER","DAVIS","0.99"
"THERESA","WATSON","0.99"
"THERESA","WATSON","0.99"
"TRACY","HERRMANN","0.99"
"SERGIO","STANFIELD","0.99"
"BEVERLY","BROOKS","0.99"
"WILLARD","LUMPKIN","0.99"
"CHRISTIAN","JUNG","0.99"
"BRETT","CORNWELL","0.99"
"TAMMY","SANDERS","0.99"
"GREG","ROBINS","0.99"
"DIANNE","SHELTON","0.99"
"WESLEY","BULL","0.99"
"JIM","REA","0.99"
"ALEXANDER","FENNELL","0.99"
"LOUISE","JENKINS","0.99"
"JEFFERY","PINSON","0.99"
"JEREMY","HURTADO","0.99"
"ADAM","GOOCH","0.99"
"JUSTIN","NGO","0.99"
"ROGER","QUINTANILLA","0.99"
"ROBERT","BAUGHMAN","0.99"
"RUBY","WASHINGTON","0.99"
"MAE","FLETCHER","0.99"
"KAY","CALDWELL","0.99"
"SHERRY","MARSHALL","0.99"
"CASSANDRA","WALTERS","0.99"
"HILDA","HOPKINS","0.99"
"SHERRY","MARSHALL","0.99"
"VICKIE","BREWER","0.99"
"TAMARA","NGUYEN","0.99"
"ROBIN","HAYES","0.99"
"SYLVIA","ORTIZ","0.99"
"LISA","ANDERSON","0.99"
"MINNIE","ROMERO","0.99"
"DARYL","LARUE","0.99"
"IAN","STILL","0.99"
"JAY","ROBB","0.99"
"JOSHUA","MARK","0.99"
"CARLA","GUTIERREZ","0.99"
"BECKY","MILES","0.99"
"MARGIE","WADE","0.99"
"MARCIA","DEAN","0.99"
"EVERETT","BANDA","0.99"
"HILDA","HOPKINS","0.99"
"PATSY","DAVIDSON","0.99"
"MATTIE","HOFFMAN","0.99"
"JO","FOWLER","0.99"
"COLLEEN","BURTON","0.99"
"JOSEPHINE","GOMEZ","0.99"
"DELORES","HANSEN","0.99"
"VIOLA","HANSON","0.99"
"LYDIA","BURKE","0.99"
"SHEILA","WELLS","0.99"
"SHEILA","WELLS","0.99"
"HEIDI","LARSON","0.99"
"MINNIE","ROMERO","0.99"
"WILLIE","HOWELL","0.99"
"LILLIE","KIM","0.99"
"ELLEN","SIMPSON","0.99"
"KELLY","KNOTT","0.99"
"CONSTANCE","REID","0.99"
"ELAINE","STEVENS","0.99"
"ETHEL","WEBB","0.99"
"MARJORIE","TUCKER","0.99"
"GEORGIA","JACOBS","0.99"
"ELLEN","SIMPSON","0.99"
"MARJORIE","TUCKER","0.99"
"ANITA","MORALES","0.99"
"ALLISON","STANLEY","0.99"
"RHONDA","KENNEDY","0.99"
"HAZEL","WARREN","0.99"
"ALLISON","STANLEY","0.99"
"TOMMY","COLLAZO","0.99"
"ELSIE","KELLEY","0.99"
"ELSIE","KELLEY","0.99"
"APRIL","BURNS","0.99"
"ALMA","AUSTIN","0.99"
"LORETTA","CARPENTER","0.99"
"STACEY","MONTGOMERY","0.99"
"MELANIE","ARMSTRONG","0.99"
"HOLLY","FOX","0.99"
"RENEE","LANE","0.99"
"DANA","HART","0.99"
"SAMANTHA","DUNCAN","0.99"
"VALERIE","BLACK","0.99"
"BRITTANY","RILEY","0.99"
"ERICA","MATTHEWS","0.99"
"HOLLY","FOX","0.99"
"ALICIA","MILLS","0.99"
"REGINA","BERRY","0.99"
"LYNN","PAYNE","0.99"
"CATHY","SPENCER","0.99"
"VERONICA","STONE","0.99"
"BILL","GAVIN","0.99"
"CATHY","SPENCER","0.99"
"STACY","CUNNINGHAM","0.99"
"GERALDINE","PERKINS","0.99"
"ERIN","DUNN","0.99"
"VICKIE","BREWER","0.99"
"AUDREY","RAY","0.99"
"VERONICA","STONE","0.99"
"DARLENE","ROSE","0.99"
"MICHELE","GRANT","0.99"
"ALICIA","MILLS","0.99"
"ELEANOR","HUNT","0.99"
"LUCILLE","HOLMES","0.99"
"REGINA","BERRY","0.99"
"ESTHER","CRAWFORD","0.99"
"VICKIE","BREWER","0.99"
"PAULINE","HENRY","0.99"
"LUCILLE","HOLMES","0.99"
"CLARA","SHAW","0.99"
"EVA","RAMOS","0.99"
"SALLY","PIERCE","0.99"
"YVONNE","WATKINS","0.99"
"CARRIE","PORTER","0.99"
"SHANNON","FREEMAN","0.99"
"SYLVIA","ORTIZ","0.99"
"EDITH","MCDONALD","0.99"
"EDNA","WEST","0.99"
"TRACY","COLE","0.99"
"CRYSTAL","FORD","0.99"
"ANA","BRADLEY","0.99"
"CRYSTAL","FORD","0.99"
"TINA","SIMMONS","0.99"
"ERIN","DUNN","0.99"
"ROBERTA","HARPER","0.99"
"ANNE","POWELL","0.99"
"ANDREA","HENDERSON","0.99"
"MARILYN","ROSS","0.99"
"TAMMY","SANDERS","0.99"
"HOLLY","FOX","0.99"
"HOLLY","FOX","0.99"
"TAMMY","SANDERS","0.99"
"DARLENE","ROSE","0.99"
"RHONDA","KENNEDY","0.99"
"YOLANDA","WEAVER","0.99"
"KATIE","ELLIOTT","0.99"
"THERESA","WATSON","0.99"
"VANESSA","SIMS","0.99"
"NICOLE","PETERSON","0.99"
"JUDITH","COX","0.99"
"MILDRED","BAILEY","0.99"
"AMBER","DIXON","0.99"
"ALICE","STEWART","0.99"
"DIANE","COLLINS","0.99"
"VICKI","FIELDS","0.99"
"VICKI","FIELDS","0.99"
"CATHERINE","CAMPBELL","0.99"
"MEGAN","PALMER","0.99"
"JANET","PHILLIPS","0.99"
"JANET","PHILLIPS","0.99"
"STACEY","MONTGOMERY","0.99"
"STEPHANIE","MITCHELL","0.99"
"AMANDA","CARTER","0.99"
"JOANNE","ROBERTSON","0.99"
"MATTIE","HOFFMAN","0.99"
"APRIL","BURNS","0.99"
"JON","WILES","0.99"
"ANNA","HILL","0.99"
"NATALIE","MEYER","0.99"
"AMY","LOPEZ","0.99"
"MONICA","HICKS","0.99"
"LESLIE","GORDON","0.99"
"VERA","MCCOY","0.99"
"BRENDA","WRIGHT","0.99"
"CHARLENE","ALVAREZ","0.99"
"MELISSA","KING","0.99"
"ELLEN","SIMPSON","0.99"
"MELISSA","KING","0.99"
"ANGELA","HERNANDEZ","0.99"
"VICTORIA","GIBSON","0.99"
"SHIRLEY","ALLEN","0.99"
"BESSIE","MORRISON","0.99"
"SANDRA","MARTIN","0.99"
"KAREN","JACKSON","0.99"
"LUCILLE","HOLMES","0.99"
"KAREN","JACKSON","0.99"
"GEORGIA","JACOBS","0.99"
"CONSTANCE","REID","0.99"
"CONNIE","WALLACE","0.99"
"CONSTANCE","REID","0.99"
"MARGARET","MOORE","0.99"
"CLAUDIA","FULLER","0.99"
"ROBIN","HAYES","0.99"
"LUCY","WHEELER","0.99"
"FREDDIE","DUGGAN","0.99"
"JOANNE","ROBERTSON","0.99"
"GLENDA","FRAZIER","0.99"
"SETH","HANNON","0.99"
"GLENDA","FRAZIER","0.99"
"JOANNE","ROBERTSON","0.99"
"VIOLA","HANSON","0.99"
"COURTNEY","DAY","0.99"
"COURTNEY","DAY","0.99"
"ROSS","GREY","0.99"
"ROSS","GREY","0.99"
"JULIA","FLORES","0.99"
"DORA","MEDINA","0.99"
"MORRIS","MCCARTER","0.99"
"ISAAC","OGLESBY","0.99"
"SIDNEY","BURLESON","0.99"
"MAXINE","SILVA","0.99"
"MAXINE","SILVA","0.99"
"MARSHA","DOUGLAS","0.99"
"MARSHA","DOUGLAS","0.99"
"MYRTLE","FLEMING","0.99"
"JIM","REA","0.99"
"ALBERTO","HENNING","0.99"
"JACQUELINE","LONG","0.99"
"HILDA","HOPKINS","0.99"
"JIMMIE","EGGLESTON","0.99"
"FELIX","GAFFNEY","0.99"
"ANNE","POWELL","0.99"
"KATHY","JAMES","0.99"
"FELIX","GAFFNEY","0.99"
"ARMANDO","GRUBER","0.99"
"LEAH","CURTIS","0.99"
"ARMANDO","GRUBER","0.99"
"CAROLE","BARNETT","0.99"
"KELLY","KNOTT","0.99"
"KELLY","KNOTT","0.99"
"JULIO","NOLAND","0.99"
"BILLIE","HORTON","0.99"
"CLINTON","BUFORD","0.99"
"TRACEY","BARRETT","0.99"
"JESSIE","MILAM","0.99"
"JIMMY","SCHRADER","0.99"
"FELICIA","SUTTON","0.99"
"ERIK","GUILLEN","0.99"
"MIRIAM","MCKINNEY","0.99"
"CLAUDE","HERZOG","0.99"
"LESLIE","SEWARD","0.99"
"BEN","EASTER","0.99"
"HERMAN","DEVORE","0.99"
"DERRICK","BOURQUE","0.99"
"ANDRE","RAPP","0.99"
"GREG","ROBINS","0.99"
"WESLEY","BULL","0.99"
"CORY","MEEHAN","0.99"
"ARNOLD","HAVENS","0.99"
"LLOYD","DOWD","0.99"
"MICHELE","GRANT","0.99"
"ASHLEY","RICHARDSON","0.99"
"CORY","MEEHAN","0.99"
"CORY","MEEHAN","0.99"
"MILDRED","BAILEY","0.99"
"JESSIE","MILAM","0.99"
"JESSIE","MILAM","0.99"
"BOBBIE","CRAIG","0.99"
"KARL","SEAL","0.99"
"LEROY","BUSTAMANTE","0.99"
"RICKY","SHELBY","0.99"
"RAY","HOULE","0.99"
"NORMAN","CURRIER","0.99"
"NATHAN","RUNYON","0.99"
"JOHNNY","TURPIN","0.99"
"IAN","STILL","0.99"
"CLARENCE","GAMEZ","0.99"
"JESSE","SCHILLING","0.99"
"RANDY","GAITHER","0.99"
"ADRIAN","CLARY","0.99"
"SIDNEY","BURLESON","0.99"
"MORRIS","MCCARTER","0.99"
"FRED","WHEAT","0.99"
"SAMUEL","MARLOW","0.99"
"TERRY","GRISSOM","0.99"
"ALBERT","CROUSE","0.99"
"JUAN","FRALEY","0.99"
"PATRICK","NEWSOM","0.99"
"DENNIS","GILMAN","0.99"
"FRANK","WAGGONER","0.99"
"RONALD","WEINER","0.99"
"ROBERT","BAUGHMAN","0.99"
"JOHN","FARNSWORTH","0.99"
"MITCHELL","WESTMORELAND","0.99"
"KRISTINA","CHAMBERS","0.99"
"DIANNE","SHELTON","0.99"
"RON","DELUCA","0.99"
"MABEL","HOLLAND","0.99"
"TERRI","VASQUEZ","0.99"
"TANYA","GILBERT","0.99"
"JACKIE","LYNCH","0.99"
"CHARLENE","ALVAREZ","0.99"
"ANDRE","RAPP","0.99"
"HOLLY","FOX","0.99"
"RENEE","LANE","0.99"
"CHESTER","BENNER","0.99"
"DANA","HART","0.99"
"HAZEL","WARREN","0.99"
"CHESTER","BENNER","0.99"
"ELAINE","STEVENS","0.99"
"SHEILA","WELLS","0.99"
"WENDY","HARRISON","0.99"
"WENDY","HARRISON","0.99"
"CINDY","FISHER","0.99"
"EDNA","WEST","0.99"
"CRYSTAL","FORD","0.99"
"JOAN","COOPER","0.99"
"JULIE","SANCHEZ","0.99"
"AMY","LOPEZ","0.99"
"REBECCA","SCOTT","0.99"
"ANN","EVANS","0.99"
"MARY","SMITH","0.99"
"NATHANIEL","ADAM","0.99"
"ROSEMARY","SCHMIDT","0.99"
"JANET","PHILLIPS","0.99"
"MORRIS","MCCARTER","0.99"
"JOYCE","EDWARDS","0.99"
"JULIE","SANCHEZ","0.99"
"RUBEN","GEARY","0.99"
"KURT","EMMONS","0.99"
"CLAUDE","HERZOG","0.99"
"JARED","ELY","0.99"
"ERIKA","PENA","0.99"
"REGINALD","KINDER","0.99"
"EDGAR","RHOADS","0.99"
"LESLIE","SEWARD","0.99"
"MAURICE","CRAWLEY","0.99"
"GENE","SANBORN","0.99"
"FLOYD","GANDY","0.99"
"LEON","BOSTIC","0.99"
"JON","WILES","0.99"
"IRENE","PRICE","0.99"
"THEODORE","CULP","0.99"
"GAIL","KNIGHT","0.99"
"LESTER","KRAUS","0.99"
"MARCUS","HIDALGO","0.99"
"KATHRYN","COLEMAN","0.99"
"SARA","PERRY","0.99"
"SARA","PERRY","0.99"
"ANNE","POWELL","0.99"
"ALLEN","BUTTERFIELD","0.99"
"RUBY","WASHINGTON","0.99"
"LOIS","BUTLER","0.99"
"ROBERTO","VU","0.99"
"BOBBY","BOUDREAU","0.99"
"KATHLEEN","ADAMS","0.99"
"RALPH","MADRIGAL","0.99"
"BERTHA","FERGUSON","0.99"
"JUSTIN","NGO","0.99"
"RITA","GRAHAM","0.99"
"DENNIS","GILMAN","0.99"
"FLORENCE","WOODS","0.99"
"ZACHARY","HITE","0.99"
"MARK","RINEHART","0.99"
"DANIEL","CABRAL","0.99"
"PEDRO","CHESTNUT","0.99"
"BECKY","MILES","0.99"
"CINDY","FISHER","0.99"
"KAY","CALDWELL","0.99"
"WENDY","HARRISON","0.99"
"KIM","CRUZ","0.99"
"RICHARD","MCCRARY","0.99"
"THELMA","MURRAY","0.99"
"MARCIA","DEAN","0.99"
"CLAUDIA","FULLER","0.99"
"PEDRO","CHESTNUT","0.99"
"JEANETTE","GREENE","0.99"
"REGINA","BERRY","0.99"
"EMMA","BOYD","0.99"
"KIMBERLY","LEE","0.99"
"DEAN","SAUER","0.99"
"APRIL","BURNS","0.99"
"CHARLES","KOWALSKI","0.99"
"DEAN","SAUER","0.99"
"JEAN","BELL","0.99"
"WESLEY","BULL","0.99"
"ANGELA","HERNANDEZ","0.99"
"SERGIO","STANFIELD","0.99"
"KYLE","SPURLOCK","0.99"
"FRED","WHEAT","0.99"
"BERTHA","FERGUSON","0.99"
"BERTHA","FERGUSON","0.99"
"LAUREN","HUDSON","0.99"
"EDWARD","BAUGH","0.99"
"TIM","CARY","0.99"
"LYNN","PAYNE","0.99"
"FLOYD","GANDY","0.99"
"SAMANTHA","DUNCAN","0.99"
"LAURA","RODRIGUEZ","0.99"
"DARLENE","ROSE","0.99"
"JENNIE","TERRY","0.99"
"GWENDOLYN","MAY","0.99"
"BRITTANY","RILEY","0.99"
"DONALD","MAHON","0.99"
"GWENDOLYN","MAY","0.99"
"DEREK","BLAKELY","0.99"
"CHRISTY","VARGAS","0.99"
"JAY","ROBB","0.99"
"CHRISTY","VARGAS","0.99"
"ALMA","AUSTIN","0.99"
"MABEL","HOLLAND","0.99"
"SUE","PETERS","0.99"
"IRMA","PEARSON","0.99"
"MICHELLE","CLARK","0.99"
"MAXINE","SILVA","0.99"
"MATTIE","HOFFMAN","0.99"
"MATTIE","HOFFMAN","0.99"
"MATTIE","HOFFMAN","0.99"
"GINA","WILLIAMSON","0.99"
"COURTNEY","DAY","0.99"
"MARLENE","WELCH","0.99"
"LLOYD","DOWD","0.99"
"NATALIE","MEYER","0.99"
"NELLIE","GARRETT","0.99"
"BILL","GAVIN","0.99"
"GEORGE","LINTON","0.99"
"WILLIE","HOWELL","0.99"
"RONNIE","RICKETTS","0.99"
"MARCIA","DEAN","0.99"
"JACKIE","LYNCH","0.99"
"JOY","GEORGE","0.99"
"TAMARA","NGUYEN","0.99"
"JOY","GEORGE","0.99"
"CONSTANCE","REID","0.99"
"JOY","GEORGE","0.99"
"TAMARA","NGUYEN","0.99"
"CLAUDIA","FULLER","0.99"
"MARCIA","DEAN","0.99"
"THEODORE","CULP","0.99"
"BETTY","WHITE","0.99"
"TAMARA","NGUYEN","0.99"
"ALLISON","STANLEY","0.99"
"MICHEAL","FORMAN","0.99"
"EDWARD","BAUGH","0.99"
"PEARL","GARZA","0.99"
"PEARL","GARZA","0.99"
"BESSIE","MORRISON","0.99"
"MARIO","CHEATHAM","0.99"
"GINA","WILLIAMSON","0.99"
"STACEY","MONTGOMERY","0.99"
"MARSHA","DOUGLAS","0.99"
"VICKI","FIELDS","0.99"
"ALMA","AUSTIN","0.99"
"DEANNA","BYRD","0.99"
"VANESSA","SIMS","0.99"
"VANESSA","SIMS","0.99"
"LAURIE","LAWRENCE","0.99"
"MARGIE","WADE","0.99"
"JEANETTE","GREENE","0.99"
"YOLANDA","WEAVER","0.99"
"ROBERTA","HARPER","0.99"
"VIVIAN","RUIZ","0.99"
"LEAH","CURTIS","0.99"
"VIVIAN","RUIZ","0.99"
"IDA","ANDREWS","0.99"
"SAMANTHA","DUNCAN","0.99"
"ANTHONY","SCHWAB","0.99"
"ANNETTE","OLSON","0.99"
"AUDREY","RAY","0.99"
"BARRY","LOVELACE","0.99"
"BERNICE","WILLIS","0.99"
"TROY","QUIGLEY","0.99"
"BEATRICE","ARNOLD","0.99"
"ERICA","MATTHEWS","0.99"
"SALLY","PIERCE","0.99"
"MELVIN","ELLINGTON","0.99"
"FELICIA","SUTTON","0.99"
"SALLY","PIERCE","0.99"
"GERALDINE","PERKINS","0.99"
"CHAD","CARBONE","0.99"
"MIRIAM","MCKINNEY","0.99"
"DARLENE","ROSE","0.99"
"BECKY","MILES","0.99"
"CHAD","CARBONE","0.99"
"VIOLET","RODRIQUEZ","0.99"
"SUZANNE","NICHOLS","0.99"
"VALERIE","BLACK","0.99"
"ELEANOR","HUNT","0.99"
"ELEANOR","HUNT","0.99"
"JEFFERY","PINSON","0.99"
"JOANNE","ROBERTSON","0.99"
"JOANNE","ROBERTSON","0.99"
"LUCILLE","HOLMES","0.99"
"CLARA","SHAW","0.99"
"LESLIE","GORDON","0.99"
"EVA","RAMOS","0.99"
"GLENN","PULLEN","0.99"
"HAZEL","WARREN","0.99"
"JUANITA","MASON","0.99"
"PAULINE","HENRY","0.99"
"WILLIAM","SATTERFIELD","0.99"
"DAVID","ROYAL","0.99"
"CHARLOTTE","HUNTER","0.99"
"CHARLOTTE","HUNTER","0.99"
"CHARLES","KOWALSKI","0.99"
"OSCAR","AQUINO","0.99"
"CHRISTOPHER","GRECO","0.99"
"CARRIE","PORTER","0.99"
"PAUL","TROUT","0.99"
"ALLEN","BUTTERFIELD","0.99"
"JILL","HAWKINS","0.99"
"RODNEY","MOELLER","0.99"
"DALE","RATCLIFF","0.99"
"LEONARD","SCHOFIELD","0.99"
"LEONARD","SCHOFIELD","0.99"
"STEVEN","CURLEY","0.99"
"WENDY","HARRISON","0.99"
"MYRTLE","FLEMING","0.99"
"FRANK","WAGGONER","0.99"
"FLORENCE","WOODS","0.99"
"TONY","CARRANZA","0.99"
"GLADYS","HAMILTON","0.99"
"JOSE","ANDREW","0.99"
"LARRY","THRASHER","0.99"
"EMILY","DIAZ","0.99"
"ANNIE","RUSSELL","0.99"
"JEFFREY","SPEAR","0.99"
"PAULA","BRYANT","0.99"
"SCOTT","SHELLEY","0.99"
"LOIS","BUTLER","0.99"
"ANNE","POWELL","0.99"
"EARL","SHANKS","0.99"
"LOUISE","JENKINS","0.99"
"RAYMOND","MCWHORTER","0.99"
"JERRY","JORDON","0.99"
"RACHEL","BARNES","0.99"
"LORI","WOOD","0.99"
"LORI","WOOD","0.99"
"PETER","MENARD","0.99"
"IRENE","PRICE","0.99"
"IRENE","PRICE","0.99"
"KATHY","JAMES","0.99"
"NICOLE","PETERSON","0.99"
"KELLY","TORRES","0.99"
"JOHNNY","TURPIN","0.99"
"DOUGLAS","GRAF","0.99"
"HENRY","BILLINGSLEY","0.99"
"GREGORY","MAULDIN","0.99"
"JESSE","SCHILLING","0.99"
"JANICE","WARD","0.99"
"ARTHUR","SIMPKINS","0.99"
"ARTHUR","SIMPKINS","0.99"
"GREGORY","MAULDIN","0.99"
"JUDITH","COX","0.99"
"EVELYN","MORGAN","0.99"
"ROGER","QUINTANILLA","0.99"
"GLORIA","COOK","0.99"
"DIANE","COLLINS","0.99"
"JOYCE","EDWARDS","0.99"
"ELIZABETH","BROWN","0.99"
"JONATHAN","SCARBOROUGH","0.99"
"JUSTIN","NGO","0.99"
"JANET","PHILLIPS","0.99"
"GERALD","FULTZ","0.99"
"TODD","TAN","0.99"
"ROSEMARY","SCHMIDT","0.99"
"BOBBY","BOUDREAU","0.99"
"CAROLYN","PEREZ","0.99"
"AMANDA","CARTER","0.99"
"RALPH","MADRIGAL","0.99"
"DEBRA","NELSON","0.99"
"PAMELA","BAKER","0.99"
"CYNTHIA","YOUNG","0.99"
"CYNTHIA","YOUNG","0.99"
"BOBBY","BOUDREAU","0.99"
"ROSEMARY","SCHMIDT","0.99"
"HARRY","ARCE","0.99"
"SHIRLEY","ALLEN","0.99"
"SHIRLEY","ALLEN","0.99"
"DEBORAH","WALKER","0.99"
"HELEN","HARRIS","0.99"
"NANCY","THOMAS","0.99"
"PETER","MENARD","0.99"
"NANCY","THOMAS","0.99"
"JENNIFER","DAVIS","0.99"
"LOUIS","LEONE","0.99"
"GERTRUDE","CASTILLO","0.99"
"ROSEMARY","SCHMIDT","0.99"
"BARRY","LOVELACE","0.99"
"WADE","DELVALLE","0.99"
"ENRIQUE","FORSYTHE","0.99"
"RANDY","GAITHER","0.99"
"RANDY","GAITHER","0.99"
"HOWARD","FORTNER","0.99"
"HOWARD","FORTNER","0.99"
"HAROLD","MARTINO","0.99"
"KENT","ARSENAULT","0.99"
"RUSSELL","BRINSON","0.99"
"BOBBY","BOUDREAU","0.99"
